x,y,z,dist,time
524,3895,1615,3799,35.896
458,-83,2584,6561,44.181999999999995
272,1786,2242,4256,37.266999999999996
466,3706,2481,4115,36.844
39,3877,433,2977,33.43
335,4265,320,3669,35.506
46,3246,1693,2714,32.641000000000005
82,2729,84,2460,31.878999999999998
238,4598,1499,4157,36.97
598,852,2097,5417,40.75
594,1674,2063,4568,38.203
597,949,2209,5395,40.684000000000005
-90,2897,515,2073,30.717999999999996
489,1283,920,4314,37.440999999999995
432,-95,2443,6442,43.824999999999996
377,1680,482,3757,35.77
34,1070,2492,4915,39.244
-34,2664,2410,3192,34.074999999999996
-60,41,821,4987,39.46
427,1645,2290,4586,38.257000000000005
395,1296,858,4194,37.081
511,4909,1103,4579,38.236
15,4946,1668,4369,37.606
373,2546,2289,3630,35.388999999999996
452,840,1105,4772,38.815
194,938,574,4317,37.449999999999996
392,3595,799,3071,33.712
592,1190,1922,4960,39.379
275,-95,988,5495,40.984
359,3036,781,2477,31.93
535,2614,1993,3524,35.071
84,4675,1747,4212,37.135
79,-64,2411,6034,42.601
141,3210,2612,3393,34.678
451,802,2544,5639,41.416000000000004
538,4188,1584,4090,36.769
86,2724,574,2423,31.768
593,210,564,5444,40.831
422,503,2749,6067,42.699999999999996
-54,3471,918,2525,32.074
237,621,2033,5245,40.234
580,1350,1154,4406,37.717
95,2728,855,2462,31.885
-94,1021,1473,4193,37.078
253,1891,10,3488,34.963
452,2676,469,2836,33.007000000000005
210,1373,1029,3973,36.418
500,4011,2010,4125,36.873999999999995
555,453,2449,6021,42.562
395,1027,148,4462,37.885
38,1150,1149,4062,36.685
368,2991,1104,2536,32.107
108,3271,443,2439,31.816000000000003
31,276,1343,5004,39.511
457,1940,1739,3965,36.394
593,4065,50,3774,35.821
592,4931,1367,4782,38.845
-79,2630,358,2356,31.567
593,196,1928,5959,42.376000000000005
40,3968,9,3134,33.900999999999996
-73,1196,1973,4321,37.462
368,2814,2011,3168,34.003
390,793,1989,5197,40.09
404,3376,1921,3337,34.51
532,593,3,5067,39.699999999999996
-83,-62,13,5104,39.81099999999999
-99,1248,1308,3887,36.16
121,3117,2366,3096,33.787
422,1447,1580,4337,37.51
-53,4202,1278,3371,34.612
534,4357,1743,4342,37.525000000000006
204,4176,546,3440,34.819
202,4810,761,4091,36.772
570,417,100,5257,40.27
-36,2235,1835,3234,34.201
188,549,1166,4819,38.956
565,2692,1188,3061,33.682
168,2796,1112,2534,32.101
-60,3115,1733,2500,31.999000000000002
437,684,950,4869,39.105999999999995
67,2555,1297,2742,32.724999999999994
102,4514,1349,3868,36.103
128,1659,1561,3821,35.962
-8,4733,2142,4426,37.777
-1,3570,1564,2922,33.265
589,3520,373,3173,34.018
134,2092,2097,3713,35.638
392,1865,2729,4659,38.476
25,925,2684,5197,40.09
428,2739,1487,3004,33.511
389,1717,1084,3825,35.974
573,4081,384,3717,35.650000000000006
307,4257,1691,3985,36.454
283,2254,2295,3836,36.007000000000005
426,3900,2382,4196,37.087
118,4220,1160,3516,35.047000000000004
526,1417,801,4194,37.081
367,2265,1690,3523,35.068
352,1949,2097,4074,36.721000000000004
423,1586,499,3897,36.190000000000005
268,4766,1723,4473,37.918
-87,4329,210,3325,34.474
122,749,1155,4549,38.145999999999994
200,3646,1588,3212,34.135
301,4290,128,3689,35.566
500,3923,1791,3901,36.202
304,3331,2159,3348,34.543
93,50,1789,5520,41.059000000000005
261,3142,823,2492,31.974999999999998
90,1084,1934,4571,38.212
323,3284,1868,3131,33.891999999999996
235,2593,453,2702,32.605000000000004
203,3793,1263,3212,34.135
589,2361,1547,3573,35.217999999999996
277,282,168,5085,39.754
-98,837,2448,4983,39.448
470,126,479,5404,40.711
225,1475,2335,4586,38.257000000000005
445,282,314,5232,40.19499999999999
-96,1138,1200,3958,36.373000000000005
293,1959,1372,3596,35.287
526,2013,2562,4517,38.050000000000004
230,2547,739,2758,32.772999999999996
14,1460,201,3638,35.413000000000004
595,1831,2003,4373,37.618
355,394,754,5039,39.616
449,4126,251,3652,35.455
371,3846,713,3289,34.366
-77,4935,334,3925,36.274
185,1717,1221,3668,35.503
194,3036,2138,2928,33.283
453,416,1690,5458,40.873000000000005
417,2038,69,3490,34.969
574,3720,551,3354,34.561
140,3492,28,2753,32.757999999999996
140,2304,1239,3043,33.628
504,781,2736,5860,42.07899999999999
162,393,1837,5275,40.324
76,104,2653,6045,42.634
177,3895,2463,4001,36.502
567,410,2743,6300,43.399
373,292,1003,5210,40.129
438,1792,1286,3871,36.112
153,3646,1740,3248,34.243
15,529,1417,4768,38.803
73,3830,1255,3116,33.847
233,3518,2223,3508,35.022999999999996
120,10,608,5173,40.018
-63,4403,954,3456,34.867
374,128,1206,5440,40.819
181,2572,853,2703,32.608000000000004
166,3073,1880,2771,32.812
566,253,367,5377,40.63
493,1661,842,3924,36.271
-43,4536,1820,3989,36.466
389,2120,1240,3476,34.927
96,3804,238,2979,33.436
-96,652,1676,4665,38.494
-77,2812,2143,2813,32.938
237,1994,1903,3789,35.866
428,2520,572,2969,33.406
-15,4743,176,3817,35.949999999999996
404,2900,550,2564,32.191
-66,721,145,4308,37.423
598,3434,1666,3439,34.816
197,1745,1428,3739,35.716
520,4217,1,3865,36.094
-70,3182,1492,2429,31.786
-82,2357,1667,2969,33.406
480,2658,1597,3192,34.074999999999996
260,2032,2692,4331,37.492
104,4573,1676,4090,36.769
457,1438,1185,4206,37.117
-34,1422,477,3604,35.311
287,4641,2351,4775,38.824
77,4194,2744,4415,37.744
208,2226,2722,4109,36.826
457,4330,1994,4390,37.669
-56,1416,843,3620,35.359
260,1260,2395,4879,39.136
142,4681,418,3884,36.150999999999996
504,3325,720,2902,33.205
-31,424,206,4629,38.386
132,4776,2407,4796,38.88699999999999
87,4011,2545,4089,36.766000000000005
174,594,1594,4949,39.346000000000004
448,1406,2248,4816,38.947
308,4540,1868,4372,37.614999999999995
255,1920,1675,3747,35.74
581,3044,976,2747,32.74
452,3800,2024,3875,36.124
232,3417,2711,3767,35.8
246,2771,973,2596,32.287
-87,2684,1335,2475,31.924
-85,483,423,4493,37.978
417,4008,1775,3894,36.181000000000004
-92,1407,2189,4234,37.201
593,4366,2199,4699,38.596000000000004
416,4884,2622,5349,40.546
597,4485,696,4152,36.955
439,2344,921,3204,34.111
-2,380,810,4704,38.611
541,799,95,4847,39.04
-82,2474,348,2510,32.028999999999996
118,4503,146,3715,35.644
372,2691,1294,2910,33.229
-88,2322,2135,3286,34.357
502,582,2272,5711,41.632000000000005
293,2163,1878,3661,35.482
43,1628,91,3521,35.062
-43,3637,2158,3306,34.417
318,4656,2543,4963,39.388
397,1390,2093,4675,38.524
-56,2843,2589,3125,33.874
-24,811,2251,4941,39.322
321,1029,1498,4612,38.335
-46,4319,2622,4322,37.465
160,333,1664,5233,40.198
78,1227,1980,4445,37.833999999999996
594,4826,54,4535,38.104
-74,1231,477,3755,35.763999999999996
353,3920,1799,3756,35.766999999999996
484,2360,1028,3260,34.279
477,3178,1426,2941,33.322
537,3379,1734,3361,34.582
254,890,828,4453,37.858
128,4575,841,3795,35.884
346,3055,2369,3262,34.285
459,1272,224,4268,37.303
597,195,2105,6078,42.733000000000004
399,963,1650,4835,39.004
105,1614,1936,4058,36.673
81,1758,301,3394,34.681000000000004
219,2798,444,2481,31.942
440,4168,2476,4547,38.14
492,1208,1369,4544,38.131
397,4447,2635,4903,39.208
305,1570,157,3827,35.980000000000004
262,1213,1436,4340,37.519
185,463,1647,5119,39.855999999999995
441,759,153,4775,38.824
-77,4134,1775,3526,35.077
14,3861,2407,3763,35.788000000000004
11,4921,1213,4129,36.886
-42,3632,322,2658,32.473
440,1688,1502,4074,36.721000000000004
524,4447,2304,4785,38.854
368,4210,2338,4416,37.747
203,2939,1,2392,31.675
212,4818,13,4155,36.964
244,2549,1425,2980,33.439
150,1360,2363,4646,38.437
226,3562,927,2898,33.193
159,3577,632,2800,32.899
186,2143,1543,3386,34.657
588,3467,586,3117,33.85
260,56,972,5325,40.474000000000004
151,256,2019,5515,41.044
225,3733,443,3018,33.553
532,441,1991,5692,41.574999999999996
451,2588,93,2968,33.403000000000006
-85,4006,1691,3342,34.525000000000006
476,4435,2546,4902,39.205
355,2991,2106,3041,33.622
51,2591,1953,3037,33.61
208,3087,697,2365,31.594
586,1029,178,4645,38.434000000000005
407,-83,2328,6321,43.462
317,1204,134,4210,37.129
571,4357,864,4024,36.571
585,614,315,5040,39.619
301,1178,2253,4901,39.202000000000005
596,2720,2317,3699,35.596000000000004
531,3788,1955,3898,36.193
371,2796,1338,2822,32.965
231,926,1011,4436,37.806999999999995
588,2060,1597,3898,36.193
335,2864,1437,2762,32.785
-74,119,611,4870,39.109
523,2740,224,2864,33.091
-17,583,1872,4927,39.279999999999994
428,1667,1312,3997,36.49
452,1271,2451,5101,39.80199999999999
143,229,1304,5147,39.94
235,3084,1273,2539,32.116
475,1645,1081,3982,36.445
339,2398,1120,3105,33.814
290,3990,2565,4286,37.357
111,3026,2683,3233,34.198
464,3252,322,2784,32.851
34,4201,1664,3641,35.422000000000004
524,1006,1686,4936,39.306999999999995
367,60,1016,5440,40.819
237,4061,11,3423,34.768
366,3053,2001,3027,33.58
-97,1686,371,3281,34.342
300,4590,261,3965,36.394
580,2079,1883,4035,36.604
327,755,1243,4780,38.839
445,1984,1481,3773,35.818
320,4196,1339,3763,35.788000000000004
-53,4252,1952,3776,35.827
-24,3718,505,2754,32.760999999999996
466,2704,989,2887,33.16
598,4257,2086,4519,38.056000000000004
324,2703,2163,3336,34.507000000000005
4,1379,1545,3969,36.406
465,2910,1920,3112,33.835
25,142,814,4970,39.409000000000006
305,1080,1143,4397,37.69
379,3567,410,3008,33.522999999999996
47,1849,415,3260,34.279
494,2482,1882,3545,35.134
151,4006,2153,3866,36.097
584,1188,2438,5307,40.42
-93,4408,1191,3504,35.011
317,101,1327,5458,40.873000000000005
235,1752,357,3548,35.143
484,3872,701,3427,34.78
37,443,2319,5419,40.756
-11,1923,1349,3318,34.453
475,310,516,5225,40.174
589,1952,2334,4472,37.915
79,2937,1543,2485,31.954
57,3112,151,2262,31.284999999999997
494,591,860,4999,39.496
598,-31,17,5753,41.757999999999996
22,4219,2556,4240,37.219
-39,2089,13,2997,33.49
514,3424,379,3002,33.504999999999995
486,1299,2586,5209,40.126000000000005
-92,182,359,4791,38.872
584,3700,1317,3522,35.065000000000005
359,3073,1568,2787,32.86
93,3318,230,2491,31.972
44,1321,897,3826,35.977
89,398,119,4791,38.872
-4,3156,25,2274,31.320999999999998
264,3992,933,3367,34.6
409,832,737,4652,38.455
506,1331,2749,5323,40.467999999999996
311,1315,1112,4158,36.973
135,1144,646,4056,36.667
10,2828,1236,2388,31.663
83,69,1671,5424,40.770999999999994
322,2583,1682,3155,33.964
171,2196,1766,3439,34.816
117,4279,583,3457,34.87
69,3810,2218,3632,35.395
70,4937,2470,4942,39.324999999999996
35,4305,2735,4477,37.93
41,4127,2628,4222,37.165
475,691,1193,4974,39.421
398,1952,1859,3965,36.394
96,3815,366,2976,33.427
152,3759,870,3009,33.525999999999996
575,655,111,5022,39.565
370,2195,2618,4221,37.162
36,334,2118,5387,40.66
80,849,1902,4776,38.827000000000005
-2,3639,675,2705,32.614000000000004
181,386,1455,5095,39.784000000000006
-90,2892,847,2111,30.832
59,4918,1341,4225,37.174
-34,3541,2566,3514,35.041
464,1665,1698,4224,37.171
-79,3382,1434,2593,32.278000000000006
-94,4524,994,3557,35.17
123,2348,2359,3628,35.382999999999996
324,-82,589,5468,40.903
287,3597,1525,3218,34.153
350,3229,2275,3372,34.615
254,2672,36,2701,32.602
434,3343,2365,3635,35.404
588,4147,2611,4776,38.827000000000005
593,3693,1727,3727,35.68
575,4174,1233,3954,36.361
-80,927,1539,4334,37.501
296,1039,1837,4763,38.788000000000004
-22,2406,2176,3296,34.387
287,661,2504,5586,41.257000000000005
318,3770,1089,3242,34.225
357,4481,2249,4613,38.337999999999994
10,3985,1074,3145,33.934
341,1741,181,3688,35.563
-33,1865,2053,3744,35.731
277,262,1501,5337,40.510000000000005
12,1808,1621,3587,35.26
517,916,2055,5244,40.230999999999995
424,3476,904,3005,33.513999999999996
264,696,1513,4896,39.187
-22,3265,390,2306,31.416999999999998
108,3359,1471,2774,32.821
-9,1274,775,3798,35.893
-50,454,879,4595,38.284000000000006
153,3814,118,3067,33.699999999999996
562,4635,2226,4956,39.367000000000004
444,3849,1010,3424,34.771
381,3108,1371,2750,32.749
556,2014,876,3641,35.422000000000004
470,4607,2401,4961,39.382000000000005
23,1844,2385,4051,36.652
462,63,2450,6319,43.456
-98,2507,1671,2805,32.914
325,2664,134,2758,32.772999999999996
520,1778,912,3849,36.046
312,1940,826,3461,34.882000000000005
594,512,1566,5436,40.806999999999995
472,733,2631,5795,41.884
18,3047,1702,2492,31.974999999999998
571,2891,309,2750,32.749
522,4584,722,4179,37.036
81,1915,746,3242,34.225
112,4920,1004,4161,36.982
294,4837,2098,4803,38.908
22,56,1140,5137,39.91
128,676,166,4543,38.128
374,2015,1059,3504,35.011
348,4120,1830,3970,36.409
-73,1026,1777,4371,37.612
-86,381,2029,5159,39.976
459,1767,2297,4501,38.002
-3,3297,2167,3012,33.535
277,3773,1660,3454,34.861
514,-72,876,5685,41.554
33,1877,1191,3345,34.534
458,132,2714,6446,43.837
102,29,2296,5881,42.141999999999996
472,2316,2649,4226,37.177
54,1071,2594,5011,39.532000000000004
489,2805,2688,3784,35.851
-2,1561,2004,4047,36.64
93,2362,957,2848,33.043
520,1903,1917,4172,37.015
560,3001,2418,3457,34.87
584,3429,1944,3585,35.254
132,-96,1066,5375,40.623999999999995
19,833,1733,4631,38.391999999999996
491,1079,1101,4570,38.208999999999996
-16,408,17,4700,38.599000000000004
107,3241,1279,2570,32.209
10,2492,1123,2683,32.548
-91,4903,1923,4370,37.609
-98,2819,746,2159,30.976
433,-88,3,5649,41.446
216,2788,2495,3381,34.641999999999996
490,1012,2570,5488,40.962999999999994
248,927,1854,4837,39.010000000000005
352,2763,2749,3737,35.71
263,1671,1919,4148,36.943
94,2743,2349,3197,34.089999999999996
94,944,1811,4640,38.419
228,3592,2636,3880,36.138999999999996
416,906,380,4574,38.221000000000004
104,2414,1676,3103,33.808
594,3748,709,3414,34.741
201,4318,1013,3651,35.452
-51,4022,2596,4000,36.499
468,2266,2006,3813,35.938
344,3958,1478,3612,35.335
181,2003,919,3286,34.357
-63,2192,1639,3138,33.913000000000004
147,1142,523,4065,36.694
51,-94,618,5208,40.123000000000005
438,4716,2620,5202,40.105000000000004
49,2143,2601,3939,36.316
341,3415,2347,3601,35.302
16,103,1439,5205,40.114000000000004
-91,2882,1724,2467,31.900000000000002
457,2365,479,3152,33.955
594,4823,1331,4661,38.482
371,1063,2167,5026,39.577000000000005
-11,4839,2586,4850,39.049
411,4534,710,4017,36.55
591,391,960,5318,40.453
-85,3606,2020,3141,33.922000000000004
287,4401,2606,4725,38.674
592,-45,806,5723,41.66799999999999
456,126,1136,5500,40.998999999999995
-82,3347,2718,3388,34.663000000000004
592,-31,2660,6701,44.602
145,97,197,5133,39.898
513,2351,379,3226,34.177
531,1378,451,4213,37.138
377,2297,2197,3819,35.955999999999996
587,2507,355,3145,33.934
502,621,2584,5901,42.202000000000005
366,631,1062,4881,39.141999999999996
532,4092,1661,4029,36.586
-61,783,1522,4488,37.963
26,274,2583,5771,41.812
257,504,273,4827,38.980000000000004
297,2809,2605,3524,35.071
72,3436,1768,2973,33.418
85,588,2088,5162,39.985
104,2625,2401,3363,34.588
337,3913,2229,4011,36.532
221,655,482,4626,38.377
66,4275,988,3466,34.897
60,1773,526,3347,34.54
96,3880,569,3037,33.61
383,1447,547,3996,36.487
255,1153,2072,4756,38.766999999999996
397,1540,404,3919,36.256
-66,4888,2415,4716,38.647
325,4224,1578,3909,36.226
40,1691,2257,4130,36.888999999999996
567,4772,2279,5135,39.904
186,48,1619,5520,41.059000000000005
184,4179,2,3491,34.972
593,2441,2373,4015,36.544
-78,638,714,4356,37.567
261,1591,1750,4125,36.873999999999995
40,2990,1087,2204,31.110999999999997
302,1316,474,4046,36.637
120,1238,178,3970,36.409
339,1441,666,3965,36.394
373,2305,1841,3576,35.227
44,4435,1451,3777,35.83
422,4754,929,4286,37.357
224,-11,1781,5708,41.623000000000005
393,3317,2748,3857,36.07
231,3926,256,3233,34.198
318,2705,525,2673,32.518
-21,500,1036,4617,38.35
-80,812,941,4221,37.162
226,862,2145,5067,39.699999999999996
38,3147,946,2300,31.399
211,4465,2081,4336,37.507000000000005
-2,1171,2498,4782,38.845
-80,3807,381,2790,32.869
327,4706,1265,4250,37.248999999999995
212,2083,1644,3524,35.071
-80,2557,558,2423,31.768
277,3929,129,3304,34.411
12,2732,696,2350,31.549
327,1332,2027,4620,38.359
419,1322,1165,4277,37.33
40,3078,631,2182,31.045
237,3413,510,2710,32.629
242,3025,2438,3178,34.033
45,3182,1494,2545,32.134
438,1390,721,4121,36.862
238,4216,2325,4283,37.348
-81,2209,743,2786,32.857
59,4404,544,3523,35.068
-13,2431,2718,3679,35.536
-94,3070,2264,2762,32.785
308,2521,2210,3535,35.104
-39,3450,2377,3277,34.33
366,3472,1294,3067,33.699999999999996
181,1500,998,3809,35.926
279,363,1332,5160,39.979
80,4368,273,3522,35.065000000000005
76,3520,1099,2754,32.760999999999996
39,358,1554,5029,39.586
227,4421,1701,4075,36.724
10,3450,474,2520,32.059
111,1819,1012,3424,34.771
178,337,71,4951,39.352
427,4148,1200,3767,35.8
191,2785,1370,2667,32.5
52,4833,1518,4215,37.144
516,874,504,4702,38.605000000000004
461,2628,1803,3318,34.453
481,726,596,4817,38.949999999999996
123,2,1981,5716,41.647
587,1234,999,4481,37.942
582,-86,1063,5814,41.940999999999995
274,189,2467,6017,42.550000000000004
24,1377,632,3711,35.632000000000005
121,4084,390,3268,34.303
-87,4227,923,3249,34.245999999999995
473,1657,346,3882,36.145
156,3029,152,2278,31.333000000000002
-90,2480,1845,2941,33.322
11,1593,853,3512,35.035
349,4421,616,3833,35.998000000000005
285,1846,2747,4585,38.254
296,3639,1332,3179,34.036
229,4833,998,4190,37.069
-91,686,1418,4505,38.014
235,2657,2091,3245,34.234
78,2107,220,3052,33.655
515,4789,637,4369,37.606
435,4343,2098,4450,37.849
590,1842,618,3811,35.932
326,217,1733,5554,41.161
345,2362,2471,3918,36.253
183,3450,1791,3111,33.832
466,-97,1974,6154,42.961
467,-4,286,5543,41.128
571,4324,1987,4494,37.981
418,3641,1636,3450,34.849
158,4904,480,4122,36.864999999999995
259,3943,2723,4329,37.486
135,1281,2184,4584,38.251000000000005
113,2366,2582,3766,35.797000000000004
519,186,2603,6368,43.603
-68,4177,193,3195,34.083999999999996
16,4129,1068,3293,34.378
-83,4040,529,3017,33.55
177,3548,1319,2964,33.391000000000005
30,530,570,4561,38.181999999999995
66,3968,2244,3805,35.914
514,2112,1115,3565,35.194
-43,3493,1097,2607,32.32
-31,2431,1565,2892,33.175
374,4537,2003,4520,38.059000000000005
23,1243,267,3855,36.064
70,4310,2622,4429,37.786
561,2103,1354,3712,35.635
330,663,1297,4897,39.19
522,1367,1358,4410,37.729
64,1229,2581,4853,39.058
137,4453,1806,4077,36.730000000000004
537,2885,22,2775,32.824
586,3876,2581,4480,37.939
438,4704,1843,4651,38.452000000000005
598,878,879,4819,38.956
276,4388,191,3750,35.749
409,2172,1724,3677,35.53
94,266,316,4897,39.19
465,1794,106,3774,35.821
390,4916,1353,4559,38.176
145,3883,1122,3193,34.078
597,2342,1191,3444,34.830999999999996
-81,1595,1569,3680,35.539
27,3721,778,2829,32.986
587,4119,1896,4248,37.243
223,2554,3,2797,32.89
489,2528,2166,3679,35.536
153,-1,1164,5333,40.498000000000005
46,2821,2271,3015,33.544
-59,3116,1861,2577,32.230000000000004
370,3882,322,3320,34.458999999999996
438,2537,2673,3989,36.466
75,3701,400,2838,33.013
114,1989,479,3185,34.054
30,1285,1702,4172,37.015
278,4907,2644,5251,40.252
134,723,2124,5100,39.799
162,-84,2167,5964,42.391000000000005
552,526,1463,5329,40.486
109,1180,1854,4445,37.833999999999996
575,1600,1807,4463,37.888
599,4098,486,3757,35.77
189,2235,1370,3215,34.144
234,502,902,4836,39.007000000000005
484,2576,1171,3090,33.769
71,3617,2057,3332,34.495
244,4479,1985,4321,37.462
599,2523,1466,3381,34.641999999999996
144,2306,245,2916,33.247
405,2367,1292,3266,34.297000000000004
347,378,2424,5870,42.109
21,4234,2282,4053,36.658
65,2489,775,2657,32.47
47,2072,1631,3363,34.588
106,4866,1682,4388,37.663000000000004
477,34,1545,5787,41.86
25,2736,1426,2575,32.224000000000004
28,2061,926,3077,33.730000000000004
367,319,2598,6079,42.736
45,4288,1784,3807,35.92
360,2743,934,2729,32.686
82,4716,1271,4017,36.55
459,3815,2595,4303,37.408
156,4902,806,4144,36.931000000000004
338,2812,115,2627,32.379999999999995
139,4065,1721,3642,35.425
454,3186,701,2711,32.632000000000005
279,3554,1270,3052,33.655
174,468,2405,5593,41.278
47,3922,2591,3995,36.484
13,4468,673,3549,35.146
86,790,388,4359,37.576
48,3225,189,2359,31.576
20,3033,862,2149,30.945999999999998
533,3566,2546,4090,36.769
-24,4765,1603,4115,36.844
0,3996,1585,3360,34.579
291,201,618,5153,39.958
-88,1146,921,3875,36.124
364,3908,2628,4326,37.477
-93,955,2647,5020,39.559000000000005
328,64,2502,6222,43.165
348,167,1919,5737,41.71
412,4009,203,3505,35.013999999999996
422,1893,1595,3898,36.193
-51,3024,343,2039,30.616
429,2021,409,3470,34.909
410,2041,1397,3642,35.425
467,4087,621,3618,35.353
118,1247,866,3968,36.403
143,3410,1315,2790,32.869
-41,952,98,4111,36.832
40,4715,809,3841,36.022
-97,2301,460,2662,32.485
477,1784,2001,4301,37.402
155,2866,567,2350,31.549
373,4709,1717,4518,38.053
78,2300,1964,3362,34.585
521,513,1293,5236,40.207
-80,1392,2086,4192,37.074999999999996
28,3476,2726,3634,35.400999999999996
-87,3051,2446,2881,33.141999999999996
18,3867,2740,4026,36.577
171,2323,1480,3159,33.976
106,996,1422,4394,37.681000000000004
579,1192,421,4448,37.842999999999996
21,4549,1197,3761,35.782
-65,4479,1457,3714,35.641000000000005
321,959,1104,4521,38.062
17,1546,741,3547,35.14
206,4435,322,3709,35.626
257,1998,2345,4102,36.805
-67,3657,1581,2952,33.355000000000004
433,876,243,4635,38.404
454,4265,1338,3966,36.397
560,2075,439,3546,35.137
395,451,136,5040,39.619
-4,4166,2156,3873,36.118
-89,76,5,4962,39.385000000000005
-91,2523,2604,3421,34.762
222,3808,2586,4052,36.655
335,4941,821,4364,37.591
108,2206,272,2976,33.427
-96,1918,1431,3274,34.321
368,2911,820,2545,32.134
36,788,2339,5087,39.760000000000005
275,4105,2694,4485,37.954
313,4944,2107,4935,39.304
50,759,1966,4876,39.127
98,1616,646,3547,35.14
571,4030,620,3665,35.494
30,2048,1952,3559,35.176
369,2186,1033,3321,34.462
380,825,2452,5476,40.92699999999999
338,4816,1058,4299,37.396
195,4149,1472,3652,35.455
150,3873,1840,3531,35.092
451,2742,2451,3629,35.386
419,2911,1156,2685,32.554
166,1682,2004,4094,36.781
58,214,637,4909,39.226
476,2887,1505,2913,33.238
112,3681,12,2918,33.253
86,1163,1051,4066,36.697
138,4684,881,3922,36.265
272,1961,195,3396,34.687
242,2122,2026,3744,35.731
453,-92,656,5611,41.332
150,808,1025,4477,37.93
185,3109,1529,2630,32.388999999999996
549,1304,2409,5135,39.904
271,3156,2714,3547,35.14
-48,520,1250,4643,38.428
445,3852,84,3404,34.711
50,534,289,4588,38.263
397,1561,1579,4197,37.09
-4,867,309,4199,37.096000000000004
-57,2349,1467,2899,33.196
211,1588,2502,4581,38.242000000000004
3,3575,255,2654,32.461
533,1147,1787,4862,39.085
595,1200,126,4493,37.978
154,1279,2677,4967,39.400000000000006
291,310,2722,6108,42.823
589,911,383,4741,38.721999999999994
471,2243,126,3326,34.477
405,1315,1938,4658,38.473
503,4179,943,3796,35.887
560,3566,2367,3985,36.454
477,2215,2122,3950,36.349
274,1587,1274,3907,36.22
15,3503,1448,2814,32.941
509,1447,2734,5198,40.092999999999996
581,1527,107,4156,36.967
462,4679,1027,4277,37.33
166,2082,534,3144,33.931000000000004
92,1780,1728,3754,35.761
597,2551,496,3106,33.817
358,815,2169,5263,40.288000000000004
88,64,1896,5566,41.197
16,4321,2063,3985,36.454
247,2850,1917,2952,33.355000000000004
510,4370,2426,4782,38.845
82,1422,1072,3809,35.926
390,3162,974,2674,32.521
590,1602,769,4068,36.703
268,4915,2362,5038,39.613
96,4910,1766,4470,37.909000000000006
328,3805,399,3195,34.083999999999996
509,2410,1799,3582,35.245
-84,2924,2283,2791,32.872
-68,587,1451,4643,38.428
-99,63,1909,5388,40.663000000000004
-68,2639,1689,2713,32.638
261,1378,1546,4227,37.18
312,3255,2055,3210,34.129
125,830,2732,5429,40.786
492,2637,2393,3733,35.698
296,3032,690,2398,31.693
-95,4903,1383,4074,36.721000000000004
18,2189,79,2938,33.313
483,3437,1952,3497,34.99
19,4579,1010,3729,35.686
214,-46,754,5338,40.513
471,3718,1674,3601,35.302
176,924,673,4320,37.458999999999996
316,3362,1383,2944,33.331
345,1982,2646,4431,37.792
384,4677,1480,4372,37.614999999999995
-17,1648,2594,4363,37.588
12,3391,2235,3168,34.003
233,2676,667,2624,32.370999999999995
52,2448,430,2665,32.494
260,1819,842,3533,35.098
83,3968,2369,3912,36.235
161,3675,1030,2973,33.418
433,2850,664,2650,32.449
132,3281,1166,2593,32.278000000000006
208,4115,1037,3462,34.885
18,4819,72,3947,36.339999999999996
365,4506,2535,4854,39.06099999999999
301,4517,960,3936,36.307
504,26,657,5544,41.131
55,3740,2041,3429,34.786
175,2708,308,2537,32.11
289,942,40,4465,37.894
61,4918,2005,4589,38.266000000000005
291,1159,2448,5050,39.649
232,4103,130,3433,34.798
449,4892,2262,5125,39.873999999999995
-78,-93,1979,5609,41.326
-13,3470,1963,3041,33.622
142,197,2459,5871,42.112
220,4911,598,3693,35.578
119,3837,1718,3392,34.675
86,1900,2536,4170,37.009
558,1667,1477,4201,37.102
310,2493,1575,3176,34.027
-85,3362,728,2351,31.552
-17,4836,2219,4573,38.217999999999996
-78,1282,128,3738,35.713
-64,1485,657,3517,35.05
304,1880,631,3488,34.963
144,3824,1509,3294,34.381
479,1094,187,4472,37.915
545,1626,1177,4103,36.808
0,563,2685,5535,41.104
107,1045,100,4166,36.997
238,1207,1627,4417,37.75
63,52,1340,5259,40.275999999999996
-96,710,2532,5175,40.024
449,2715,1372,2996,33.487
-15,2181,859,2899,33.196
481,4842,1671,4733,38.698
516,2205,759,3389,34.666
96,2998,2448,3016,33.547000000000004
508,-86,2700,6703,44.608000000000004
552,4255,305,3877,36.129999999999995
217,3043,843,2352,31.555
101,1495,146,3700,35.599
174,3978,1015,3285,34.354
348,1932,1459,3717,35.650000000000006
194,918,1453,4575,38.224000000000004
332,1120,1581,4574,38.221000000000004
-19,2128,1879,3384,34.650999999999996
-85,1738,2629,4232,37.195
85,4769,418,3915,36.244
563,3057,223,2701,32.602
303,972,1587,4696,38.587
161,2455,618,2769,32.806
459,1020,2124,5128,39.882999999999996
64,4749,300,3884,36.150999999999996
-9,994,1368,4257,37.27
483,1398,1972,4674,38.520999999999994
-84,4605,54,3636,35.407
-56,506,2498,5393,40.678
566,3814,148,3474,34.921
515,2676,2176,3563,35.188
595,399,1775,5665,41.494
197,91,2738,6245,43.234
396,4788,2263,4969,39.406
256,2387,1985,3467,34.900000000000006
-59,4359,1473,3608,35.323
306,2218,918,3196,34.087
204,873,2254,5109,39.826
-17,38,550,5005,39.514
449,2759,1172,2872,33.115
593,711,1067,5030,39.589
